date	time_sec	time_sec	Ch1_O2	Ch1_temp	Ch2_O2	Ch3_O2	Ch4_O2
8/10/2022	46:24.6	890.616	7.812	25.178	7.792	7.547	8.058
8/10/2022	46:25.6	891.617	7.809	25.179	7.79	7.543	8.056
8/10/2022	46:26.6	892.621	7.805	25.177	7.794	7.541	8.06
8/10/2022	46:27.6	893.621	7.805	25.176	7.788	7.552	8.061
8/10/2022	46:28.6	894.622	7.803	25.175	7.781	7.545	8.059
8/10/2022	46:29.6	895.62	7.801	25.176	7.78	7.546	8.058
8/10/2022	46:30.6	896.621	7.803	25.176	7.783	7.535	8.063
8/10/2022	46:31.6	897.622	7.797	25.179	7.781	7.539	8.066
8/10/2022	46:32.6	898.621	7.794	25.179	7.779	7.536	8.056
8/10/2022	46:33.6	899.622	7.786	25.182	7.78	7.536	8.064
8/10/2022	46:34.6	900.621	7.794	25.18	7.777	7.54	8.06
8/10/2022	46:35.6	901.62	7.797	25.183	7.778	7.54	8.063
8/10/2022	46:36.6	902.621	7.797	25.183	7.777	7.536	8.06
8/10/2022	46:37.6	903.622	7.789	25.184	7.775	7.54	8.064
8/10/2022	46:38.6	904.622	7.794	25.184	7.77	7.532	8.059
8/10/2022	46:39.6	905.622	7.794	25.182	7.774	7.531	8.061
8/10/2022	46:40.6	906.622	7.787	25.183	7.765	7.536	8.062
8/10/2022	46:41.6	907.639	7.784	25.183	7.772	7.533	8.058
8/10/2022	46:42.6	908.625	7.784	25.183	7.773	7.535	8.06
8/10/2022	46:43.6	909.623	7.78	25.182	7.771	7.535	8.057
8/10/2022	46:44.6	910.624	7.789	25.186	7.766	7.534	8.058
8/10/2022	46:45.6	911.624	7.774	25.189	7.763	7.535	8.057
8/10/2022	46:46.6	912.625	7.78	25.191	7.766	7.533	8.058
8/10/2022	46:47.6	913.624	7.773	25.189	7.763	7.526	8.061
8/10/2022	46:48.6	914.625	7.779	25.183	7.761	7.526	8.064
8/10/2022	46:49.6	915.625	7.777	25.181	7.764	7.527	8.057
8/10/2022	46:50.6	916.626	7.776	25.182	7.758	7.525	8.057
8/10/2022	46:51.6	917.627	7.77	25.186	7.758	7.521	8.062
8/10/2022	46:52.6	918.625	7.777	25.188	7.757	7.52	8.06
8/10/2022	46:53.6	919.626	7.768	25.19	7.759	7.519	8.055
8/10/2022	46:54.6	920.626	7.765	25.189	7.752	7.526	8.055
8/10/2022	46:55.6	921.627	7.774	25.19	7.751	7.521	8.062
8/10/2022	46:56.6	922.627	7.764	25.19	7.75	7.51	8.062
8/10/2022	46:57.6	923.629	7.762	25.19	7.746	7.519	8.058
8/10/2022	46:58.6	924.63	7.763	25.19	7.749	7.522	8.057
8/10/2022	46:59.6	925.63	7.765	25.188	7.748	7.524	8.06
8/10/2022	47:00.6	926.631	7.761	25.188	7.743	7.519	8.058
8/10/2022	47:01.6	927.629	7.761	25.185	7.745	7.515	8.059
8/10/2022	47:02.6	928.629	7.761	25.188	7.742	7.518	8.062
8/10/2022	47:03.6	929.631	7.755	25.188	7.74	7.519	8.057
8/10/2022	47:04.6	930.629	7.759	25.189	7.741	7.518	8.06
8/10/2022	47:05.6	931.63	7.758	25.189	7.741	7.516	8.058
8/10/2022	47:06.6	932.63	7.754	25.187	7.741	7.515	8.055
8/10/2022	47:07.6	933.63	7.757	25.187	7.738	7.509	8.058
8/10/2022	47:08.6	934.629	7.747	25.187	7.744	7.509	8.056
8/10/2022	47:09.6	935.63	7.743	25.189	7.738	7.516	8.062
8/10/2022	47:10.6	936.63	7.748	25.188	7.738	7.515	8.063
8/10/2022	47:11.6	937.629	7.739	25.188	7.732	7.517	8.059
8/10/2022	47:12.6	938.633	7.749	25.187	7.738	7.502	8.06
8/10/2022	47:13.6	939.633	7.742	25.187	7.735	7.512	8.059
8/10/2022	47:14.6	940.63	7.738	25.187	7.731	7.508	8.064
8/10/2022	47:15.6	941.645	7.738	25.187	7.733	7.508	8.058
8/10/2022	47:16.6	942.632	7.735	25.187	7.73	7.502	8.063
8/10/2022	47:17.6	943.631	7.737	25.187	7.728	7.506	8.06
8/10/2022	47:18.6	944.632	7.735	25.187	7.731	7.503	8.062
8/10/2022	47:19.6	945.633	7.741	25.187	7.731	7.506	8.061
8/10/2022	47:20.6	946.635	7.739	25.186	7.725	7.502	8.062
8/10/2022	47:21.6	947.636	7.731	25.189	7.719	7.498	8.057
8/10/2022	47:22.6	948.635	7.732	25.19	7.726	7.506	8.063
8/10/2022	47:23.6	949.634	7.732	25.19	7.718	7.503	8.058
8/10/2022	47:24.6	950.636	7.722	25.192	7.72	7.497	8.061
8/10/2022	47:25.6	951.636	7.729	25.191	7.72	7.503	8.061
8/10/2022	47:26.6	952.634	7.722	25.192	7.715	7.5	8.06
8/10/2022	47:27.6	953.635	7.725	25.19	7.722	7.496	8.057
8/10/2022	47:28.6	954.634	7.721	25.19	7.715	7.498	8.055
8/10/2022	47:29.6	955.638	7.718	25.189	7.723	7.495	8.061
8/10/2022	47:30.6	956.635	7.724	25.191	7.715	7.491	8.06
8/10/2022	47:31.6	957.636	7.716	25.192	7.713	7.494	8.061
8/10/2022	47:32.6	958.636	7.719	25.193	7.71	7.494	8.058
8/10/2022	47:33.6	959.635	7.717	25.191	7.71	7.499	8.059
8/10/2022	47:34.6	960.653	7.712	25.189	7.709	7.486	8.06
8/10/2022	47:35.6	961.635	7.717	25.186	7.712	7.495	8.065
8/10/2022	47:36.6	962.643	7.717	25.185	7.711	7.498	8.06
8/10/2022	47:37.6	963.64	7.715	25.188	7.709	7.49	8.055
8/10/2022	47:38.6	964.64	7.718	25.193	7.704	7.489	8.06
8/10/2022	47:39.6	965.638	7.716	25.196	7.702	7.486	8.059
8/10/2022	47:40.6	966.638	7.706	25.198	7.706	7.492	8.057
8/10/2022	47:41.6	967.638	7.705	25.197	7.702	7.486	8.058
8/10/2022	47:42.6	968.639	7.707	25.195	7.705	7.491	8.061
8/10/2022	47:43.6	969.64	7.705	25.195	7.702	7.487	8.061
8/10/2022	47:44.6	970.641	7.707	25.194	7.705	7.491	8.059
8/10/2022	47:45.6	971.639	7.705	25.196	7.697	7.485	8.054
8/10/2022	47:46.6	972.64	7.698	25.194	7.697	7.491	8.057
8/10/2022	47:47.6	973.641	7.699	25.195	7.691	7.483	8.056
8/10/2022	47:48.6	974.642	7.703	25.193	7.688	7.486	8.056
8/10/2022	47:49.6	975.642	7.702	25.194	7.688	7.48	8.059
8/10/2022	47:50.6	976.64	7.687	25.196	7.689	7.477	8.061
8/10/2022	47:51.6	977.64	7.698	25.198	7.692	7.479	8.059
8/10/2022	47:52.6	978.65	7.693	25.199	7.689	7.473	8.056
8/10/2022	47:53.6	979.64	7.692	25.199	7.688	7.474	8.056
8/10/2022	47:54.6	980.639	7.685	25.196	7.683	7.475	8.057
8/10/2022	47:55.6	981.639	7.686	25.195	7.685	7.472	8.06
8/10/2022	47:56.6	982.641	7.682	25.194	7.686	7.472	8.053
8/10/2022	47:57.6	983.642	7.684	25.194	7.685	7.482	8.059
8/10/2022	47:58.6	984.64	7.681	25.193	7.683	7.478	8.058
8/10/2022	47:59.6	985.64	7.687	25.191	7.679	7.479	8.061
8/10/2022	48:00.6	986.64	7.683	25.188	7.68	7.471	8.063
8/10/2022	48:01.6	987.642	7.688	25.188	7.68	7.479	8.061
8/10/2022	48:02.6	988.644	7.686	25.187	7.676	7.477	8.06
8/10/2022	48:03.6	989.647	7.678	25.191	7.676	7.474	8.061
8/10/2022	48:04.6	990.642	7.679	25.192	7.679	7.468	8.057
8/10/2022	48:05.6	991.641	7.678	25.193	7.668	7.473	8.059
8/10/2022	48:06.6	992.644	7.673	25.196	7.676	7.47	8.06
8/10/2022	48:07.6	993.643	7.672	25.194	7.67	7.473	8.057
8/10/2022	48:08.6	994.647	7.675	25.194	7.673	7.471	8.056
8/10/2022	48:09.6	995.645	7.668	25.189	7.671	7.464	8.062
8/10/2022	48:10.6	996.643	7.671	25.191	7.665	7.466	8.061
8/10/2022	48:11.6	997.656	7.668	25.193	7.672	7.462	8.065
8/10/2022	48:12.6	998.647	7.662	25.193	7.669	7.463	8.059
8/10/2022	48:13.6	999.647	7.664	25.193	7.659	7.465	8.06
8/10/2022	48:14.6	1000.648	7.665	25.194	7.661	7.461	8.062
8/10/2022	48:15.6	1001.646	7.661	25.197	7.659	7.461	8.063
8/10/2022	48:16.6	1002.648	7.663	25.198	7.661	7.458	8.058
8/10/2022	48:17.6	1003.648	7.658	25.199	7.664	7.465	8.062
8/10/2022	48:18.6	1004.65	7.659	25.201	7.656	7.461	8.059
8/10/2022	48:19.6	1005.65	7.663	25.202	7.655	7.46	8.058
8/10/2022	48:20.6	1006.652	7.655	25.2	7.655	7.457	8.06
8/10/2022	48:21.6	1007.652	7.651	25.199	7.654	7.452	8.058
8/10/2022	48:22.6	1008.652	7.652	25.199	7.659	7.457	8.058
8/10/2022	48:23.6	1009.652	7.652	25.199	7.65	7.454	8.06
8/10/2022	48:24.6	1010.651	7.65	25.2	7.652	7.457	8.061
8/10/2022	48:25.6	1011.652	7.648	25.198	7.65	7.451	8.06
8/10/2022	48:26.6	1012.653	7.641	25.197	7.653	7.458	8.06
8/10/2022	48:27.6	1013.653	7.649	25.194	7.642	7.455	8.063
8/10/2022	48:28.6	1014.654	7.649	25.197	7.643	7.455	8.06
8/10/2022	48:29.6	1015.658	7.643	25.199	7.651	7.449	8.06
8/10/2022	48:30.6	1016.661	7.642	25.2	7.646	7.451	8.058
8/10/2022	48:31.6	1017.666	7.644	25.199	7.637	7.455	8.066
8/10/2022	48:32.6	1018.663	7.641	25.2	7.642	7.447	8.065
8/10/2022	48:33.6	1019.66	7.635	25.2	7.64	7.45	8.062
8/10/2022	48:34.6	1020.66	7.639	25.2	7.642	7.446	8.059
8/10/2022	48:35.6	1021.661	7.64	25.199	7.641	7.452	8.057
8/10/2022	48:36.6	1022.662	7.643	25.197	7.64	7.445	8.06
8/10/2022	48:37.6	1023.661	7.638	25.197	7.635	7.453	8.063
8/10/2022	48:38.6	1024.659	7.631	25.197	7.633	7.445	8.061
8/10/2022	48:39.6	1025.661	7.627	25.199	7.643	7.445	8.062
8/10/2022	48:40.6	1026.66	7.627	25.2	7.632	7.442	8.061
8/10/2022	48:41.6	1027.659	7.627	25.198	7.63	7.445	8.059
8/10/2022	48:42.6	1028.66	7.632	25.195	7.631	7.438	8.064
8/10/2022	48:43.6	1029.661	7.627	25.194	7.63	7.448	8.06
8/10/2022	48:44.6	1030.663	7.63	25.194	7.627	7.438	8.066
8/10/2022	48:45.6	1031.66	7.62	25.196	7.629	7.445	8.065
8/10/2022	48:46.6	1032.662	7.623	25.197	7.62	7.439	8.066
8/10/2022	48:47.6	1033.669	7.621	25.199	7.618	7.437	8.06
8/10/2022	48:48.6	1034.661	7.617	25.196	7.624	7.442	8.065
8/10/2022	48:49.6	1035.662	7.62	25.195	7.623	7.442	8.066
8/10/2022	48:50.6	1036.661	7.624	25.192	7.619	7.438	8.061
8/10/2022	48:51.6	1037.66	7.614	25.192	7.622	7.441	8.066
8/10/2022	48:52.6	1038.66	7.621	25.19	7.622	7.441	8.062
8/10/2022	48:53.6	1039.661	7.612	25.19	7.62	7.439	8.065
8/10/2022	48:54.6	1040.662	7.609	25.19	7.617	7.438	8.062
8/10/2022	48:55.6	1041.662	7.613	25.192	7.617	7.44	8.063
8/10/2022	48:56.6	1042.662	7.612	25.193	7.615	7.442	8.064
8/10/2022	48:57.6	1043.662	7.607	25.197	7.614	7.434	8.061
8/10/2022	48:58.6	1044.662	7.609	25.197	7.608	7.432	8.062
8/10/2022	48:59.6	1045.662	7.607	25.199	7.61	7.433	8.064
8/10/2022	49:00.6	1046.66	7.604	25.202	7.613	7.43	8.062
8/10/2022	49:01.6	1047.66	7.605	25.204	7.609	7.431	8.063
8/10/2022	49:02.6	1048.661	7.607	25.204	7.603	7.433	8.06
8/10/2022	49:03.6	1049.664	7.603	25.201	7.61	7.427	8.062
8/10/2022	49:04.6	1050.662	7.598	25.199	7.608	7.433	8.061
8/10/2022	49:05.6	1051.664	7.6	25.197	7.606	7.432	8.062
8/10/2022	49:06.7	1052.676	7.597	25.197	7.608	7.426	8.062
8/10/2022	49:07.6	1053.664	7.597	25.198	7.606	7.426	8.063
8/10/2022	49:08.6	1054.663	7.594	25.199	7.609	7.424	8.061
8/10/2022	49:09.6	1055.664	7.592	25.2	7.6	7.424	8.064
8/10/2022	49:10.6	1056.663	7.596	25.203	7.597	7.424	8.061
8/10/2022	49:11.6	1057.665	7.596	25.202	7.599	7.42	8.061
8/10/2022	49:12.6	1058.664	7.584	25.203	7.599	7.42	8.063
8/10/2022	49:13.6	1059.666	7.589	25.203	7.599	7.417	8.061
8/10/2022	49:14.6	1060.665	7.585	25.203	7.601	7.422	8.06
8/10/2022	49:15.6	1061.666	7.587	25.201	7.592	7.422	8.065
8/10/2022	49:16.6	1062.667	7.589	25.197	7.593	7.42	8.064
8/10/2022	49:17.6	1063.667	7.584	25.197	7.585	7.422	8.06
8/10/2022	49:18.6	1064.665	7.591	25.199	7.581	7.42	8.064
8/10/2022	49:19.7	1065.725	7.581	25.203	7.589	7.417	8.064
8/10/2022	49:20.6	1066.665	7.583	25.205	7.579	7.413	8.068
8/10/2022	49:21.6	1067.665	7.581	25.203	7.579	7.42	8.062
8/10/2022	49:22.6	1068.666	7.584	25.204	7.579	7.414	8.062
8/10/2022	49:23.6	1069.666	7.572	25.205	7.58	7.413	8.064
8/10/2022	49:24.6	1070.665	7.57	25.205	7.575	7.412	8.06
8/10/2022	49:25.7	1071.675	7.574	25.206	7.586	7.412	8.065
8/10/2022	49:26.6	1072.667	7.569	25.205	7.582	7.408	8.065
8/10/2022	49:27.6	1073.669	7.57	25.206	7.583	7.41	8.063
8/10/2022	49:28.6	1074.667	7.567	25.208	7.571	7.413	8.062
8/10/2022	49:29.6	1075.669	7.566	25.21	7.581	7.414	8.059
8/10/2022	49:30.6	1076.671	7.563	25.208	7.574	7.404	8.064
8/10/2022	49:31.6	1077.671	7.56	25.206	7.577	7.405	8.063
8/10/2022	49:32.6	1078.671	7.565	25.204	7.571	7.406	8.062
8/10/2022	49:33.7	1079.672	7.56	25.202	7.572	7.409	8.061
8/10/2022	49:34.6	1080.671	7.563	25.201	7.575	7.41	8.058
8/10/2022	49:35.6	1081.671	7.561	25.2	7.566	7.41	8.063
8/10/2022	49:36.6	1082.672	7.567	25.202	7.568	7.407	8.063
8/10/2022	49:37.7	1083.673	7.558	25.206	7.562	7.402	8.064
8/10/2022	49:38.7	1084.674	7.557	25.205	7.565	7.403	8.06
8/10/2022	49:39.7	1085.675	7.563	25.204	7.569	7.403	8.059
8/10/2022	49:40.7	1086.673	7.557	25.204	7.561	7.402	8.06
8/10/2022	49:41.7	1087.674	7.558	25.204	7.566	7.401	8.063
8/10/2022	49:42.7	1088.675	7.554	25.204	7.568	7.404	8.064
8/10/2022	49:43.7	1089.675	7.559	25.202	7.562	7.399	8.06
8/10/2022	49:44.7	1090.691	7.554	25.2	7.559	7.397	8.065
8/10/2022	49:45.7	1091.676	7.554	25.198	7.566	7.395	8.066
8/10/2022	49:46.7	1092.677	7.553	25.2	7.566	7.396	8.061
8/10/2022	49:47.7	1093.676	7.547	25.2	7.562	7.393	8.06
8/10/2022	49:48.7	1094.676	7.55	25.202	7.557	7.396	8.063
8/10/2022	49:49.7	1095.676	7.545	25.205	7.554	7.399	8.063
8/10/2022	49:50.7	1096.677	7.546	25.209	7.556	7.394	8.063
8/10/2022	49:51.7	1097.677	7.54	25.209	7.549	7.388	8.068
8/10/2022	49:52.7	1098.677	7.543	25.208	7.551	7.391	8.061
8/10/2022	49:53.7	1099.676	7.545	25.205	7.55	7.387	8.062
8/10/2022	49:54.7	1100.676	7.536	25.203	7.547	7.392	8.06
8/10/2022	49:55.7	1101.676	7.539	25.204	7.554	7.387	8.06
8/10/2022	49:56.7	1102.68	7.538	25.205	7.544	7.39	8.064
8/10/2022	49:57.7	1103.679	7.537	25.203	7.55	7.389	8.065
8/10/2022	49:58.7	1104.678	7.537	25.2	7.546	7.386	8.067
8/10/2022	49:59.7	1105.679	7.532	25.197	7.547	7.387	8.06
8/10/2022	50:00.7	1106.682	7.534	25.195	7.548	7.391	8.068
8/10/2022	50:01.7	1107.679	7.528	25.195	7.548	7.389	8.067
8/10/2022	50:02.7	1108.679	7.523	25.199	7.545	7.387	8.068
8/10/2022	50:03.7	1109.685	7.533	25.203	7.543	7.39	8.063
8/10/2022	50:04.7	1110.683	7.523	25.207	7.537	7.38	8.062
8/10/2022	50:05.7	1111.683	7.52	25.207	7.538	7.378	8.066
8/10/2022	50:06.7	1112.682	7.524	25.207	7.541	7.392	8.06
8/10/2022	50:07.7	1113.683	7.518	25.203	7.532	7.386	8.065
8/10/2022	50:08.7	1114.683	7.524	25.204	7.538	7.387	8.064
8/10/2022	50:09.7	1115.686	7.525	25.202	7.529	7.386	8.066
8/10/2022	50:10.7	1116.684	7.524	25.203	7.537	7.374	8.062
8/10/2022	50:11.7	1117.684	7.521	25.202	7.532	7.382	8.06
8/10/2022	50:12.7	1118.687	7.522	25.203	7.538	7.386	8.06
8/10/2022	50:13.7	1119.683	7.509	25.201	7.536	7.382	8.063
8/10/2022	50:14.7	1120.683	7.508	25.202	7.531	7.375	8.065
8/10/2022	50:15.7	1121.687	7.514	25.2	7.532	7.375	8.065
8/10/2022	50:16.7	1122.684	7.516	25.201	7.53	7.376	8.062
8/10/2022	50:17.7	1123.684	7.515	25.202	7.53	7.378	8.057
8/10/2022	50:18.7	1124.687	7.512	25.203	7.529	7.374	8.065
8/10/2022	50:19.7	1125.687	7.506	25.207	7.527	7.37	8.062
8/10/2022	50:20.7	1126.685	7.508	25.208	7.521	7.37	8.063
8/10/2022	50:21.7	1127.718	7.505	25.21	7.527	7.372	8.064
8/10/2022	50:22.7	1128.687	7.508	25.211	7.523	7.374	8.059
8/10/2022	50:23.7	1129.687	7.504	25.211	7.517	7.368	8.06
8/10/2022	50:24.7	1130.688	7.496	25.211	7.518	7.372	8.059
8/10/2022	50:25.7	1131.689	7.497	25.211	7.519	7.368	8.064
8/10/2022	50:26.7	1132.69	7.497	25.211	7.523	7.37	8.059
8/10/2022	50:27.7	1133.693	7.492	25.21	7.508	7.369	8.065
8/10/2022	50:28.7	1134.69	7.503	25.207	7.515	7.367	8.066
8/10/2022	50:29.7	1135.691	7.495	25.204	7.512	7.367	8.062
8/10/2022	50:30.7	1136.692	7.498	25.202	7.51	7.371	8.067
8/10/2022	50:31.7	1137.691	7.494	25.202	7.518	7.362	8.066
8/10/2022	50:32.7	1138.694	7.499	25.203	7.509	7.366	8.065
8/10/2022	50:33.7	1139.694	7.496	25.207	7.503	7.367	8.062
8/10/2022	50:34.7	1140.693	7.489	25.208	7.514	7.365	8.06
8/10/2022	50:35.7	1141.693	7.49	25.21	7.504	7.363	8.065
8/10/2022	50:36.7	1142.692	7.484	25.213	7.504	7.361	8.064
8/10/2022	50:37.7	1143.693	7.485	25.212	7.506	7.363	8.057
8/10/2022	50:38.7	1144.693	7.485	25.212	7.505	7.36	8.061
8/10/2022	50:39.7	1145.698	7.486	25.213	7.5	7.356	8.065
8/10/2022	50:40.7	1146.694	7.485	25.211	7.497	7.357	8.064
8/10/2022	50:41.7	1147.693	7.481	25.213	7.494	7.361	8.064
8/10/2022	50:42.7	1148.694	7.482	25.214	7.496	7.357	8.059
8/10/2022	50:43.7	1149.694	7.482	25.216	7.5	7.355	8.063
8/10/2022	50:44.7	1150.704	7.48	25.214	7.503	7.354	8.063
8/10/2022	50:45.7	1151.694	7.472	25.214	7.491	7.354	8.06
8/10/2022	50:46.7	1152.7	7.477	25.214	7.493	7.356	8.058
8/10/2022	50:47.7	1153.696	7.473	25.211	7.495	7.353	8.063
8/10/2022	50:48.7	1154.699	7.477	25.21	7.489	7.356	8.063
8/10/2022	50:49.7	1155.697	7.47	25.209	7.49	7.349	8.063
8/10/2022	50:50.7	1156.696	7.469	25.21	7.489	7.351	8.06
8/10/2022	50:51.7	1157.698	7.473	25.21	7.489	7.35	8.065
8/10/2022	50:52.7	1158.698	7.469	25.213	7.49	7.349	8.064
8/10/2022	50:53.7	1159.697	7.469	25.214	7.489	7.348	8.063
8/10/2022	50:54.7	1160.71	7.466	25.216	7.49	7.349	8.063
8/10/2022	50:55.7	1161.699	7.465	25.217	7.485	7.346	8.062
8/10/2022	50:56.7	1162.698	7.462	25.217	7.487	7.347	8.059
8/10/2022	50:57.7	1163.698	7.456	25.219	7.48	7.343	8.063
8/10/2022	50:58.7	1164.699	7.461	25.218	7.48	7.337	8.067
8/10/2022	50:59.7	1165.703	7.457	25.218	7.474	7.346	8.065
8/10/2022	51:00.7	1166.701	7.453	25.215	7.476	7.346	8.063
8/10/2022	51:01.7	1167.702	7.458	25.211	7.481	7.344	8.067
8/10/2022	51:02.7	1168.701	7.454	25.209	7.48	7.339	8.066
8/10/2022	51:03.7	1169.7	7.455	25.213	7.474	7.342	8.066
8/10/2022	51:04.7	1170.701	7.445	25.216	7.472	7.339	8.063
8/10/2022	51:05.7	1171.705	7.45	25.217	7.476	7.337	8.062
8/10/2022	51:06.7	1172.705	7.45	25.218	7.467	7.339	8.064
8/10/2022	51:07.7	1173.705	7.447	25.217	7.466	7.341	8.065
8/10/2022	51:08.7	1174.705	7.445	25.217	7.473	7.339	8.067
8/10/2022	51:09.7	1175.712	7.438	25.217	7.468	7.334	8.059
8/10/2022	51:10.7	1176.706	7.44	25.219	7.464	7.334	8.063
8/10/2022	51:11.7	1177.706	7.443	25.22	7.464	7.332	8.063
8/10/2022	51:12.7	1178.707	7.439	25.221	7.463	7.337	8.059
8/10/2022	51:13.7	1179.709	7.443	25.223	7.463	7.335	8.064
8/10/2022	51:14.7	1180.705	7.438	25.225	7.462	7.329	8.061
8/10/2022	51:15.7	1181.706	7.437	25.224	7.463	7.33	8.063
8/10/2022	51:16.7	1182.705	7.436	25.224	7.464	7.333	8.058
8/10/2022	51:17.7	1183.716	7.435	25.221	7.455	7.328	8.061
8/10/2022	51:18.7	1184.706	7.43	25.221	7.461	7.33	8.064
8/10/2022	51:19.7	1185.705	7.43	25.218	7.458	7.322	8.07
8/10/2022	51:20.7	1186.707	7.434	25.217	7.46	7.326	8.063
8/10/2022	51:21.7	1187.707	7.429	25.215	7.456	7.331	8.066
8/10/2022	51:22.7	1188.706	7.426	25.215	7.453	7.33	8.065
8/10/2022	51:23.7	1189.707	7.428	25.215	7.455	7.327	8.066
8/10/2022	51:24.7	1190.707	7.423	25.216	7.451	7.327	8.064
8/10/2022	51:25.7	1191.71	7.421	25.22	7.446	7.32	8.065
8/10/2022	51:26.7	1192.709	7.423	25.226	7.443	7.322	8.062
8/10/2022	51:27.7	1193.707	7.414	25.227	7.447	7.323	8.059
8/10/2022	51:28.7	1194.707	7.419	25.229	7.446	7.321	8.065
8/10/2022	51:29.7	1195.71	7.419	25.224	7.445	7.32	8.067
8/10/2022	51:30.7	1196.709	7.413	25.225	7.446	7.319	8.064
8/10/2022	51:31.7	1197.709	7.419	25.223	7.439	7.319	8.062
8/10/2022	51:32.7	1198.71	7.419	25.222	7.445	7.318	8.064
8/10/2022	51:33.7	1199.711	7.411	25.225	7.437	7.315	8.064
8/10/2022	51:34.7	1200.709	7.411	25.226	7.443	7.318	8.062
8/10/2022	51:35.7	1201.709	7.411	25.227	7.434	7.313	8.062
8/10/2022	51:36.7	1202.729	7.406	25.226	7.441	7.312	8.066
8/10/2022	51:37.7	1203.71	7.412	25.225	7.442	7.311	8.069
8/10/2022	51:38.7	1204.711	7.418	25.226	7.443	7.314	8.064
8/10/2022	51:39.7	1205.712	7.421	25.227	7.453	7.314	8.062
8/10/2022	51:40.7	1206.711	7.427	25.229	7.452	7.321	8.058
8/10/2022	51:41.7	1207.712	7.433	25.229	7.461	7.326	8.063
8/10/2022	51:42.7	1208.713	7.44	25.229	7.472	7.328	8.064
8/10/2022	51:43.7	1209.715	7.452	25.229	7.471	7.33	8.061
8/10/2022	51:44.7	1210.713	7.461	25.228	7.48	7.339	8.064
8/10/2022	51:45.7	1211.713	7.473	25.226	7.489	7.339	8.066
8/10/2022	51:46.7	1212.713	7.477	25.228	7.497	7.344	8.062
8/10/2022	51:47.7	1213.712	7.477	25.227	7.503	7.343	8.064
8/10/2022	51:48.7	1214.714	7.492	25.229	7.517	7.354	8.065
8/10/2022	51:49.7	1215.712	7.507	25.229	7.525	7.354	8.064
8/10/2022	51:50.7	1216.714	7.508	25.228	7.533	7.353	8.063
8/10/2022	51:51.7	1217.712	7.524	25.227	7.537	7.357	8.06
8/10/2022	51:52.7	1218.714	7.53	25.225	7.549	7.366	8.062
8/10/2022	51:53.7	1219.713	7.54	25.224	7.554	7.37	8.061
8/10/2022	51:54.7	1220.722	7.553	25.224	7.56	7.376	8.061
8/10/2022	51:55.7	1221.714	7.567	25.227	7.575	7.38	8.062
8/10/2022	51:56.7	1222.714	7.575	25.23	7.58	7.379	8.06
8/10/2022	51:57.7	1223.715	7.586	25.23	7.594	7.38	8.063
8/10/2022	51:58.7	1224.716	7.587	25.223	7.599	7.388	8.062
8/10/2022	51:59.7	1225.716	7.598	25.218	7.609	7.392	8.062
8/10/2022	52:00.7	1226.716	7.607	25.215	7.615	7.402	8.063
8/10/2022	52:01.7	1227.716	7.616	25.218	7.62	7.404	8.058
8/10/2022	52:02.7	1228.716	7.623	25.219	7.627	7.409	8.065
8/10/2022	52:03.7	1229.715	7.631	25.222	7.636	7.409	8.064
8/10/2022	52:04.7	1230.716	7.645	25.222	7.644	7.412	8.065
8/10/2022	52:05.7	1231.716	7.647	25.225	7.644	7.417	8.059
8/10/2022	52:06.7	1232.717	7.654	25.227	7.649	7.419	8.061
8/10/2022	52:07.7	1233.716	7.659	25.232	7.66	7.415	8.063
8/10/2022	52:08.7	1234.716	7.668	25.234	7.667	7.422	8.058
8/10/2022	52:09.7	1235.716	7.673	25.232	7.668	7.432	8.061
8/10/2022	52:10.7	1236.719	7.677	25.229	7.678	7.433	8.063
8/10/2022	52:11.7	1237.723	7.688	25.227	7.685	7.429	8.066
8/10/2022	52:12.7	1238.719	7.697	25.227	7.694	7.441	8.06
8/10/2022	52:13.7	1239.719	7.7	25.228	7.693	7.442	8.064
8/10/2022	52:14.7	1240.718	7.708	25.228	7.7	7.446	8.06
8/10/2022	52:15.7	1241.72	7.709	25.229	7.699	7.446	8.064
8/10/2022	52:16.7	1242.72	7.712	25.226	7.707	7.447	8.062
8/10/2022	52:17.7	1243.719	7.711	25.227	7.711	7.448	8.068
8/10/2022	52:18.7	1244.72	7.718	25.23	7.707	7.447	8.062
8/10/2022	52:19.7	1245.72	7.723	25.232	7.713	7.457	8.061
8/10/2022	52:20.7	1246.722	7.727	25.234	7.712	7.46	8.062
8/10/2022	52:21.7	1247.722	7.735	25.232	7.719	7.459	8.061
8/10/2022	52:22.7	1248.724	7.741	25.229	7.725	7.461	8.061
8/10/2022	52:23.7	1249.724	7.748	25.226	7.728	7.465	8.062
8/10/2022	52:24.7	1250.725	7.746	25.219	7.734	7.47	8.06
8/10/2022	52:25.7	1251.727	7.756	25.216	7.733	7.476	8.065
8/10/2022	52:26.7	1252.723	7.758	25.218	7.735	7.473	8.065
8/10/2022	52:27.7	1253.723	7.754	25.222	7.739	7.476	8.065
8/10/2022	52:28.7	1254.724	7.76	25.229	7.75	7.48	8.06
8/10/2022	52:29.7	1255.725	7.765	25.233	7.749	7.482	8.058
8/10/2022	52:30.7	1256.732	7.764	25.234	7.74	7.484	8.062
8/10/2022	52:31.7	1257.725	7.767	25.238	7.749	7.482	8.057
8/10/2022	52:32.7	1258.728	7.778	25.238	7.756	7.487	8.059
